,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
11,1971.0,3775790.9,273880.0,104016.92341760427,39.77290555836075,86641713.32435817,16633771.116121309,5496932.149902153,9500.0,2340.7997637617154,137869733.37496266,137869733.37496266,125764741.46206708,886870239.3164062,389170796.3194441,2132.1765350385353,845206424.6010985,884328.1857425009
12,1972.0,3851545.1810000003,270494.0,102252.68839981838,41.10862100760532,88824449.24631017,17029015.370441318,5572691.884766746,9500.0,2358.6827467456897,141823767.95140633,141823767.95140633,130452882.72730923,901362973.0673828,395069492.5474817,2131.811143353593,845896158.6287291,893539.4289589354
13,1973.0,3927538.695,267161.0,100561.9336266538,42.44855466352878,91014078.27655812,17425507.811232705,5648690.869854713,9500.0,2376.2722378111757,145907285.4983409,145907285.4983409,135255957.28607935,916558030.6220703,400986816.93456316,2131.444631381537,846588008.299946,902779.7764278431
14,1974.0,4003448.151,263881.0,98941.5986519142,43.78700619107944,93201285.31277876,17821561.683522217,5724605.790890997,9500.0,2393.5057302042096,150103272.3543443,150103272.3543443,140153838.66977507,931555600.6943359,406897596.0465659,2131.0785584376767,847279030.1618046,912009.917982895
15,1975.0,4079087.1980000003,260654.0,97388.75049673782,45.120689810148264,95380700.9551649,18216204.71008583,5800250.2834594175,9500.0,2410.3558308586053,154400609.44801855,154400609.44801855,145133802.69627386,945617472.2905273,412787319.44360083,2130.7138229635316,847967528.254213,921207.1943379117
16,1976.0,4154287.5939999996,257478.0,95900.5783405932,46.44663904233104,97547477.58517757,18608559.096520957,5875456.0934475325,9500.0,2426.8012786856925,158788107.14722842,158788107.14722842,150183376.5596463,958199239.5063477,418642886.76437217,2130.3512357621007,848651972.0404687,930351.1480165351
17,1977.0,4229201.257,254353.0,94474.38843339484,47.76753253782343,99705992.47194822,18999417.467558965,5950375.149792554,9500.0,2442.8906541542674,163272967.5679031,163272967.5679031,155311339.41939056,969007827.2685547,424476127.2827078,2129.9900638661074,849333745.1053361,939460.2511968608
18,1978.0,4304377.112,251277.0,93107.59921952868,49.09304905792173,101872061.99311432,19391643.812527426,6025556.417013861,9500.000000000002,2458.752357197902,167887997.14077765,167887997.14077765,160555218.0848016,977961031.027832,430329783.6896375,2129.6276607958207,850017843.1266537,948601.2502336027
19,1979.0,4380585.755,248251.0,91797.73666496138,50.43677591371572,104067889.6142532,19789258.678349655,6101770.546589857,9500.000000000005,2474.551691711662,172683475.73620832,172683475.73620832,165971309.83745885,985100106.6054688,436263859.3494403,2129.260312564614,850711276.9154366,957867.8460364685
20,1980.0,4458411.534,245272.0,90542.42977897545,51.80901645230382,106310312.36891174,20195310.87212242,6179601.928590175,9500.000000000015,2490.4051160415875,177702336.09165627,177702336.09165627,171606417.666565,990524152.7241211,442323855.20672244,2128.8852042130784,851419360.2468299,967331.0932369205
21,1981.0,4537845.777,242342.0,89339.40632242333,53.20961776715423,108599080.38756883,20609755.148110062,6259041.89039048,9500.00000000004,2506.303338303682,182951659.28278244,182951659.28278244,177466452.43171483,994393229.6816406,448509096.0059998,2128.502379734748,852142010.1357906,976989.9383420461
22,1982.0,4618776.1680000005,239457.0,88186.4886947327,54.636599478882246,110930957.46806443,21032005.50307841,6339978.107904681,9500.000000000111,2522.21732714519,188431525.49754816,188431525.49754816,183549549.1321661,996987091.1098633,454810836.12977326,2128.1123825802642,852878200.7811708,986830.7251972606
23,1983.0,4701530.843,236619.0,87081.58999221752,56.09574735060072,113315398.31348623,21463773.970551148,6422738.740756645,9500.000000000318,2538.2042587605556,194172343.15375564,194172343.15375564,189887381.20539087,998691377.2460938,461254626.2737914,2127.7136338420028,853630912.7235194,996893.3547783255
24,1984.0,4786483.862,233826.0,86022.71023056004,57.59365688706991,115763180.85200137,21907012.19027484,6507697.875876503,9500.000000000937,2554.325796308234,200210208.64872098,200210208.64872098,196517280.6254139,999943618.1953125,467869593.06010014,2127.304334049252,854403542.8768073,1007223.3125527146
25,1985.0,4873781.796,231078.0,85007.93272462628,59.13291245905447,118278528.28766637,22362484.88926999,6595002.094816509,9500.000000002847,2570.596940868023,206567293.32962966,206567293.32962966,203460745.5293644,1001205823.4018555,474667149.41208076,2126.8837804076998,855197417.9903172,1017838.4224955345
26,1986.0,4963633.228,228373.0,84035.42061906183,60.717191845973176,120867450.5990698,22831280.339132745,6684859.9955934165,9500.000000008939,2587.0424556082,213271811.9585725,213271811.9585725,210745513.75149053,1002934912.4013672,481663536.89046204,2126.4509718222266,856014427.9250425,1028764.049210826
27,1987.0,5055636.132,225712.0,83103.41356338793,62.33940644065946,123518364.06341515,23311300.98887999,6776869.523263709,9500.000000028838,2603.5761183813847,220306613.98532647,220306613.98532647,218349986.17197448,1005518212.7416992,488827451.2677011,2126.007848518723,856850910.2311114,1039951.3093626591
28,1988.0,5148556.956,223092.0,82210.22452557973,63.977805994254794,126195725.8938598,23796110.8413117,6869797.037018865,9500.000000094136,2619.972113262469,227585935.15750903,227585935.15750903,226179526.8829409,1009180285.8422852,496062840.56583124,2125.5603542431336,857695644.9879863,1051250.208054989
29,1989.0,5240735.117,220515.0,81354.23673835864,65.6031107573038,128851689.1025156,24277045.885880787,6961981.834306634,9500.000000304402,2635.9472603323666,234980179.82704228,234980179.82704228,234094636.2566616,1013912264.2163086,503240401.5355953,2125.1164862829614,858533535.7233,1062458.8233461124
30,1990.0,5330943.46,217978.0,80533.9007726714,67.19368327420028,131450895.22165053,24747703.501421727,7052196.671779044,9500.000000959948,2651.3112738727377,242383333.1512456,242383333.1512456,241983457.5691585,1019509076.1801758,510264580.30895895,2124.682151613027,859353431.7648073,1073427.9355309708
31,1991.0,5418758.802999999,215482.0,79747.73173305848,68.74206191072659,133981150.95286965,25205875.756556597,7140018.336969468,9500.000002936391,2666.0199983331295,249748705.8276739,249748705.8276739,249798747.49885374,1025676849.1142578,517102425.3215454,2124.2593843306017,860151493.2406013,1084106.0851851734
32,1992.0,5504401.149,213026.0,78994.30656983507,70.25212580614856,136448795.32341608,25652710.506172743,7225666.848716834,9500.000008737052,2680.1369376048624,257082536.13888443,257082536.13888443,257549632.48176152,1032119194.9448242,523771067.36582136,2123.8471217702363,860929726.056615,1094520.022613545
33,1993.0,5588094.837,210609.0,78272.26150321976,71.72783055299784,138860292.2952934,26089378.228025336,7309366.562172235,9500.00002535952,2693.722044243472,264393281.87697148,264393281.87697148,265247213.11241132,1038546993.3852539,530287974.86199516,2123.4442809251454,861690174.5320157,1104697.0256071966
34,1994.0,5670319.703,208231.0,77580.28955474781,73.17763672076101,141229467.5594067,26518382.442965113,7391597.347881054,9500.000072242947,2706.872022834905,271714135.1928648,271714135.1928648,272928156.8754745,1044722604.965332,536690510.80481654,2123.0485497053564,862437203.1632098,1114695.440246516
35,1995.0,5751474.416,205890.0,76917.13818150095,74.60857372527315,143567808.11207864,26941803.186991967,7472757.903545124,9500.00020301706,2719.6651911025983,279074227.0116838,279074227.0116838,280624258.1923548,1050444831.5546875,543009718.0250735,2122.658007570571,863174437.3366612,1124563.743238671
36,1996.0,5831565.02,203587.0,76281.60700887126,76.02074813561609,145875488.101301,27359671.994380143,7552854.273599577,9500.00056284094,2732.114846781511,286468833.5918369,286468833.5918369,288331578.4236202,1055535340.6704102,549246067.1459377,2122.272623920016,863901934.7762281,1134302.6688487316
37,1997.0,5910566.295,201320.0,75672.54565775546,77.41371526743427,148151780.85395098,27771857.28101371,7631861.236228723,9500.00153891755,2744.22877806056,293890377.5969366,293890377.5969366,296043198.5144536,1059875267.9355469,555397594.3824337,2121.8925185999396,864619469.2037814,1143909.1496794496
38,1998.0,5988846.102999999,199089.0,75088.85166224603,78.79396134104559,150407285.71294507,28180278.34887749,7710146.679916469,9500.004169225487,2756.0734186088866,301369055.90118706,301369055.90118706,303791294.77933186,1063424932.7143555,561492943.7420441,2121.5159204323986,865330384.0821182,1153427.916844362
39,1999.0,6066867.391,196894.0,74529.4684740506,80.16964913552893,152655341.74022838,28587350.601291142,7788173.5849922905,9500.011258097009,2767.7258792720877,308946757.9504521,308946757.9504521,311619687.29866767,1066190334.5493164,567568163.1376613,2121.1406015424295,866038885.0144571,1162915.2640581997
40,2000.0,6145006.989,194734.0,73993.38355002708,81.54742299686833,154906806.67699528,28995040.130340666,7866318.808585738,9500.030445712746,2779.246772629438,316659749.3092075,316659749.3092075,319565900.51204985,1068206751.7666016,573652594.8806407,2120.7647491056237,866748394.1221575,1172417.013606139
41,2001.0,6223412.158,192609.0,73479.62651937257,82.92987946205386,157165923.60852575,29404115.2630878,7944729.622298743,9500.082613037746,2790.6605054814736,324523479.34735906,324523479.34735906,327645691.60434455,1069532695.015625,579757705.622025,2120.3876550572977,867460248.0496547,1181951.0724949315
42,2002.0,6302149.6389999995,190517.0,72987.26742714908,84.31819532246445,159434615.5677658,29814924.217434295,8023472.771936264,9500.225106952646,2801.9788108792545,332546069.10139817,332546069.10139817,335867159.76590616,1070249330.2802734,585888692.2283118,2120.0089988130453,868175051.9869328,1191525.5566052627
43,2003.0,6381408.987000001,188458.0,72515.41505096592,85.71571285181244,161718344.27255142,30228455.987317376,8102737.826145155,9500.617391408847,2813.2302069496,340748881.0691834,340748881.0691834,344251850.91172314,1070447535.831543,592060314.6226201,2119.627869373125,868894525.6794636,1201163.5161037236
44,2004.0,6461370.865,186433.0,72063.21528777224,87.12561753819193,164022315.23225653,30645653.173099354,8182705.460932091,9501.707910414967,2824.440602702596,349153568.6061733,349153568.6061733,352821406.79547703,1070206091.1044922,598286640.342026,2119.2433988442713,869620307.5084729,1210886.920042709
45,2005.0,6542159.382999999,184439.0,71629.84960783971,88.5500977152815,166350104.4738951,31067163.312632304,8263499.795232265,9504.769923043023,2835.6268738490817,357776900.299415,357776900.299415,361592315.05343115,1069571788.7924805,604577333.3577163,2118.8549915542994,870353521.9799626,1220710.8607379012
46,2006.0,6623847.913,182478.0,71214.53357313637,89.99044709364969,168703826.09185165,31493369.220736,8345194.2063280335,9513.437221741338,2846.798179835012,366630954.8181953,366630954.8181953,370576176.0731416,1068539412.9370117,610938106.866806,2118.4622959729186,871094832.7277106,1230644.26082167
47,2007.0,6706418.592999999,180547.0,70816.5154174103,91.44635072674772,171082965.42175964,31924177.703299455,8427770.830933435,9537.973327988984,2857.9509812306387,375718226.81506044,375718226.81506044,379774817.32735103,1067036641.9882812,617367570.0236472,2118.0653992402513,871844075.2882215,1240684.9488275358
48,2008.0,6789771.253,178648.0,70435.07468541272,92.91604239602289,173484636.22861806,32359066.128249183,8511129.491836816,9605.939529520067,2869.070991595676,385031872.6618932,385031872.6618932,389180657.3505276,1064922411.4267578,623857922.9733227,2117.664784050065,872600338.4886279,1250820.744507244
49,2009.0,6873741.054,176778.0,70069.5209287972,94.39661562548423,175904088.94577685,32797174.456168555,8595105.338170737,9780.187173705857,2880.136149712149,394557020.7755231,394557020.7755231,398778130.8196037,1062011577.5917969,630396330.3331361,2117.2612436821605,873362124.8394556,1261031.6036720641
50,2010.0,6958169.159,174939.0,69719.19245633463,95.88526976766985,178336746.94441637,33237673.962782264,8679539.521499861,10146.19157775769,2891.1262500902358,404278400.24239546,404278400.24239546,408551433.98505825,1058138133.5795898,636970424.0731832,2116.8555422616078,874127991.8797072,1271298.2118471165
51,2011.0,7043008.586,173129.0,69383.45513618158,97.38117642605339,180781256.51491475,33680319.52180423,8764385.056441762,10668.66666553005,2902.0363783969497,414192835.62727267,414192835.62727267,418497040.39221734,1053267732.7626953,643576545.8847514,2116.4479061926045,874897512.2302791,1281614.8562243632
52,2012.0,7128176.935,171347.0,69061.70124803431,98.88288270646747,183235243.43580762,34124681.21526642,8849559.537064118,11112.224812172037,2912.857409835902,424292608.4148724,424292608.4148724,428606925.75345755,1047693558.7631836,650208279.5948831,2116.038731939447,875669937.4756662,1291971.517044072
53,2013.0,7213426.4520000005,169594.0,68753.34838309002,100.38602015816527,185691569.0800964,34569466.398796916,8934815.191530097,11349.72630788834,2923.5600449490667,434549400.46513456,434549400.46513456,438852589.39486265,1042327221.3935547,656846333.5468429,2115.6292100917667,876443020.0696794,1302338.0670047596
54,2014.0,7298453.033,167869.0,68457.83838982519,101.88522675532306,188141471.18753585,35013088.424656086,9019847.893945988,11446.436434432326,2934.109436397286,444926256.1114015,444926256.1114015,449197168.3184159,1039056206.9702148,663467028.3248401,2115.2208013995423,877214002.4510647,1312677.5262683786
55,2015.0,7383008.82,166171.0,68174.63636368165,103.37613221344407,190577808.13453716,35454254.105857074,9104409.76846747,11481.419276638606,2944.479232617121,455391132.58325624,455391132.58325624,459608972.4306991,1041163788.7719727,670051064.174057,2114.814695885141,877980638.1149882,1322959.754410001
56,2016.0,7466964.28,164501.0,67903.22967883249,104.8564525793708,192996847.63919574,35892287.61031068,9188371.272768922,11493.580570174043,2954.6585648887176,465925243.2866216,465925243.2866216,470069693.67392176,1053831614.7314453,676588354.8550308,2114.411514879315,878741754.10715,1333168.9994884774
57,2017.0,7572975.01615909,162857.0,67643.12706027468,106.72565622310265,196051373.91642383,36445393.43891876,9294389.641080186,11498.331392871078,2967.3497548449304,479431001.2635521,479431001.2635521,483453325.4744217,1097761925.1425781,684843005.565967,2113.9024760938278,879702707.648277,1346060.2609930157
58,2018.0,7677653.168483625,161239.0,67393.85769456901,108.57136346779629,199067503.96618727,36991546.576575845,9399075.329618663,11499.55963452966,2979.7082764381776,492990741.8019722,492990741.8019722,496860215.1536019,1195017676.6308594,692993893.0686109,2113.3999003711247,880651462.124253,1358789.5045676788
59,2019.0,7781013.660464382,159647.0,67154.97037761763,110.39383744758649,202045667.784507,37530824.88586484,9502443.26294953,11499.8818696669,2991.7469984891904,506597953.8973567,506597953.8973567,510285047.3579825,1379911912.3413086,701042179.398132,2112.903713634415,881588157.3089077,1371358.5438785749
60,2020.0,7883071.443970807,158081.0,66926.03269793652,112.19334179698677,204986296.18508908,38063306.37743295,9604508.394018687,11499.967784752376,3003.478095561779,520246362.0565353,520246362.0565353,523722708.778982,1700533219.959961,708989028.7994381,2112.4138417372887,882512933.1093444,1383769.1960725398
61,2021.0,7983841.487651781,156539.0,66706.6302539448,113.97014044636907,207889820.4651114,38589069.149473265,9705285.692552669,11499.991069652655,3014.913097231978,533929921.033469,533929921.033469,537168283.447975,2221974227.6992188,716835606.8239876,2111.9302105183215,883425929.4628204,1396023.2803661423
62,2022.0,8083338.765993239,155022.0,66496.36590385353,115.72449742902558,210756672.08993715,39108191.330633424,9804790.134115484,11499.99748400834,3026.0629330333795,547642810.5499117,547642810.5499117,550617048.0297232,3029854746.9414062,724583079.4777478,2111.452745852504,884327286.2396355,1408122.6167145574
63,2023.0,8181578.249001458,153529.0,66294.85904679696,117.45667669926218,213587282.3958555,39620751.02618867,9903036.689791158,11499.999279715785,3036.9379735276343,561379430.0122442,561379430.0122442,564064467.1233006,4234106607.9799805,732232612.4178723,2110.9813736996375,885217143.1517353,1420069.0245565085
64,2024.0,8278574.892482332,152060.0,66101.74493390437,119.16694196100059,216382082.3099946,40126826.26732443,10000040.316462323,11499.999790506536,3047.5480678955355,575134393.234838,575134393.234838,577506188.5788705,5972982247.870605,739785370.195785,2110.516020149851,886095639.6667554,1431864.3216316754
65,2025.0,8374343.628888404,150614.0,65916.67400806572,120.8555565063914,219141502.08659425,40626494.96338119,10095815.947656566,11499.999938109131,3057.9025783977413,588902523.1794308,588902523.1794308,590938038.8379363,8417245092.191406,747242515.5444739,2110.0566114663757,886962914.9272412,1443510.3228671374
66,2026.0,8468899.358706743,149191.0,65739.31127119613,122.52278306396309,221865971.05886096,41119834.85692111,10190378.484933704,11499.999981430943,3068.0104120139968,602678846.7191641,602678846.7191641,604356018.3040133,11774496834.532715,754605208.7078977,2109.603074125706,887819107.6747942,1455008.8393295794
67,2027.0,8562256.942362053,147791.0,65569.33567785363,124.16888365585626,224555917.40566987,41606923.481482945,10283742.78978831,11499.999994343105,3077.880049534633,616458589.4351803,616458589.4351803,617756296.7500327,16293594727.749512,761874606.8105116,2109.155334855283,888664356.1789068,1466361.6772401454
68,2028.0,8654431.192610553,146414.0,65406.4395541127,125.79411946371056,227211767.93240634,42087838.121897444,10375923.676043026,11499.999998250518,3087.5195723475936,630237170.4529281,630237170.4529281,631135208.7681826,22269110988.114746,769051863.2650084,2108.7133206688104,889498798.1702574,1477570.6370489707
69,2029.0,8745436.867401343,145058.0,65250.32804064177,127.39875070279507,229833947.8652782,42562655.77704191,10466935.902709447,11499.999999450836,3096.936687137526,644010197.3246832,644010197.3246832,644489249.2673446,30045786305.854004,776138127.2164602,2108.276958899323,890322570.7782512,1488637.51256656
70,2030.0,8835288.663183032,143724.0,65100.71855897635,128.98303650398918,232422880.65845707,43031453.12491783,10556794.167294234,11499.999999825066,3106.1387486900585,657773460.9641314,657773460.9641314,657815069.0227538,40022930127.25391,783134543.0211307,2107.846177230116,891135810.472598,1499564.090149309
71,2031.0,8924001.208634393,142411.0,64957.34030002197,130.54723480324034,234978987.8134373,43494306.48994089,10645513.09952934,11499.99999994346,3115.1327809738104,671522930.6382875,671522930.6382875,671109470.2820307,52658721790.04639,790042249.7583059,2107.4209037236405,891938653.0087335,1510352.147936591
72,2032.0,9011589.058798825,141119.0,64819.93373386087,132.0916022381415,237502688.7100303,43951291.81233783,10733107.255506046,11499.999999981463,3123.9254966545977,685254749.0214689,685254749.0214689,684369402.4312688,68474368680.30859,796862380.7735664,2107.00106684846,892731233.376895,1521003.4551369478
73,2033.0,9098066.68960328,139847.0,64688.25013997517,133.61639405128773,239994400.44843602,44402484.619549185,10819591.11219348,11499.999999993835,3132.523315180357,698965227.3155277,698965227.3155277,697591957.724451,88058080156.82031,803596063.2519977,2106.5865955043687,893513685.7546715,1531519.7713610362
74,2034.0,9183448.492743218,138596.0,64562.05115703631,135.1218640000867,242454537.70186168,44847959.9995418,10904979.062323224,11499.99999999792,3140.932379561178,712650840.4400723,712650840.4400723,710774367.0790623,112068819080.74072,810244417.8199013,2106.177419045756,894286143.4628617,1541902.8459990877
75,2035.0,9267748.770915963,137365.0,64441.10835144561,136.60826427271223,244883512.57917845,45287792.575939104,10989285.409622308,11499.999999999289,3149.1585719563573,726308222.295957,726308222.295957,723913995.9404078,141239796225.28174,816808558.1736338,2105.7734673033096,895048738.9244723,1552154.417640737
76,2036.0,9350981.733385645,136153.0,64325.202803845124,138.0758454099043,247281734.4971326,45722056.48488142,11072524.364377853,11499.999999999753,3157.207528169378,739934161.1049078,739934161.1049078,737008340.2167978,176381676533.7798,823289590.7342663,2105.374670604135,895801603.6267059,1562276.2135351794
77,2037.0,9433161.491863662,134961.0,64214.12471285037,139.5248562323326,249649610.06164762,46150825.35353245,11154710.039317213,11499.999999999913,3165.0846511417894,753525594.8277731,753525594.8277731,750055022.2874534,218385470122.76416,829688614.3268118,2104.9809597903704,896544868.0857863,1572269.949089699
78,2038.0,9514302.056689313,133788.0,64107.67301528738,140.9555437732526,251987542.9577756,46574172.280151926,11235856.445788346,11499.999999999969,3172.795123528289,767079606.6635163,767079606.6635163,763051787.0846806,268225084978.4336,836006719.8828253,2104.5922662363696,897278661.8144845,1582137.3274047058
79,2039.0,9594417.333295934,132633.0,64005.65502224699,142.36815321619574,254295933.84787452,46992169.81565788,11315977.490225706,11499.999999999989,3180.343919427458,780593420.6307515,780593420.6307515,775996498.2516028,326959522345.7739,842244990.1652356,2104.2085218645357,898003113.2922058,1591880.0388434962
80,2040.0,9673521.11894858,131497.0,63907.88607029738,143.76292783744745,256575180.2776099,47404889.94660559,11395086.970887665,11499.999999999996,3187.7358153356818,794064397.233309,794064397.233309,788887134.3764846,395734699925.7876,848404499.5143213,2103.829659159855,898718349.9375137,1601499.760635041
81,2041.0,9751627.099739838,130379.0,63814.18918722364,145.14010895307683,258825676.58939418,47812404.079513445,11473198.574852128,11499.999999999998,3194.9754003855032,807490029.2110361,807490029.2110361,801721785.3044405,475784891976.0259,854486313.6137855,2103.4556111832135,899424498.082964,1610998.1565081682
82,2042.0,9828748.847831009,129278.0,63724.394771689134,146.49993587029257,261047813.8428958,48214783.02646894,11550325.87525751,11500.0,3202.067085924089,820867937.3767709,820867937.3767709,814498648.5271224,568433779335.4121,860491489.2759378,2103.0863115835486,900121682.9521353,1620376.8763555945
83,2043.0,9904899.818926485,128196.0,63638.34028623912,147.84264584291054,263241979.74226752,48612096.9919513,11626482.328776944,11500.0,3209.015114482543,834195866.5401952,834195866.5401952,827216025.6507738,675095106101.3887,866421074.245034,2102.721694608897,900810028.638742,1629637.5559263173
84,2044.0,9980093.349969635,127130.0,63555.86996309054,149.16847403072725,265408558.56975713,49004415.560809985,11701681.273313973,11500.0,3215.8235681821952,847471681.5190419,847471681.5190419,839872318.9428539,797272943250.7588,872276107.0178624,2102.3616951163967,901489658.0877236,1638781.8165449507
85,2045.0,10054342.657049097,126082.0,63476.83452217582,150.4776534626031,267547931.12538058,49391807.68734075,11775935.925908722,11500.0,3222.4963766200635,860693363.2379298,860693363.2379298,852466027.9572843,936561562837.9883,878057616.680716,2102.0062485812955,902160693.0782088,1647811.2648566598
86,2046.0,10127660.833504817,125050.0,63401.09090093004,151.77041500306763,269660474.6723507,49774341.685404085,11849259.380843773,11500.0,3229.0373242719015,873859004.9149107,873859004.9149107,864995746.238194,1094644929454.5059,883766622.7619163,2101.65529110502,902823254.2082568,1656727.4925963876
87,2047.0,10200060.848223716,124034.0,63328.50199533242,153.04698732226854,271746562.88796973,50152085.219532914,11921664.607939735,11500.0,3235.4500574481317,886966808.3356446,886966808.3356446,877460158.1019281,1273295818488.3955,889404135.0991033,2101.3087594223484,903477460.8812846,1665532.0763811523
88,2048.0,10271555.544115264,123035.0,63258.93641173348,154.3075968690925,273806565.81970525,50525105.29697898,11993164.451030694,11500.0,3241.7380908348277,900015080.2149546,900015080.2149546,889858035.4969329,1474374573275.2686,894971153.720535,2100.9665909077453,904123431.2940887,1674226.57752423
89,2049.0,10342157.6367577,122052.0,63192.26822901851,155.552467847295,275840849.8461833,50893468.260649525,12063771.626610335,11500.0,3247.904813649304,913002228.6453735,913002228.6453735,902188234.9410297,1699827515481.4521,900468668.739673,2100.628723580885,904761282.4263809,1682812.541870096
90,2050.0,10411879.713206071,121084.0,63128.37677067699,156.78182219448365,277849777.64284396,51257239.78288837,12133498.722639896,11500.0,3253.9534954374376,925926759.632167,925926759.632167,914449694.5354829,1951685025135.8193,905897660.2623694,2100.2950961114284,905391130.0317541,1691291.4996490534
91,2051.0,10480734.23095364,120132.0,63067.14638636518,157.9958795638053,279833708.1520161,51616484.86005703,12202358.197509509,11500.0,3259.887291537618,938787273.7141914,938787273.7141914,926641431.0551674,2232059308372.2383,911259098.3059952,2099.965647823073,906013088.6300037,1699664.965350519
92,2052.0,10548733.517038582,119195.0,63008.46624256675,159.1948573081952,281792996.55717826,51971267.80787401,12270362.379144829,11500.0,3265.7092482342177,951582462.6698415,951582462.6698415,938762537.1140592,2543141872459.657,916553942.7298833,2099.640318696931,906627271.5007305,1707934.4376139867
93,2053.0,10615889.767288307,118273.0,62952.23012197228,160.37897046705274,283727994.2611848,52321652.25747205,12337523.464251284,11500.0,3271.422307621666,964311106.3072474,964311106.3072474,950812178.4052006,2887200728851.548,921783143.1764852,2099.319049374261,907233790.6781546,1716101.3991367347
94,2054.0,10682215.045694018,117366.0,62898.33623121466,161.54843175521353,285639048.86824536,52667701.15213494,12403853.51768862,11500.0,3277.029312198538,976972069.3377887,976972069.3377887,962789591.014207,3266577345979.3623,926947639.0226712,2099.0017811585967,907832756.9470754,1724167.316597377
95,2055.0,10747721.283908522,116473.0,62846.687016612144,162.7034515540947,287526504.1694546,53009476.74467736,12469364.47196865,11500.0,3282.5330092095883,989564298.3319222,989564298.3319222,974694078.8053463,3683683374127.382,932048359.340627,2098.688456017302,908424279.8399122,1732133.6405944156
96,2056.0,10812420.28086059,115594.0,62797.18898758596,163.8442379048952,289390700.1316807,53347040.59543284,12534068.126869604,11500.0,3287.9360547522483,1002086818.7562414,1002086818.7562414,986525010.8791435,4140997165270.8193,937086222.8678246,2098.379016582585,909008467.6347663,1740001.8055989684
97,2057.0,10876323.702479452,114729.0,62749.75254743226,164.970996503738,291231972.88962734,53680453.57081629,12597976.149160586,11500.0,3293.2410176628546,1014538732.090631,1014538732.090631,998281819.1004292,4641060111044.064,942062137.9855705,2098.073406152001,909585427.3544465,1747773.2299209018
98,2058.0,10939443.081523368,113878.0,62704.29183114262,166.0839306986475,293050654.7408941,54009775.84242962,12661100.072430145,11500.0,3298.4503831967722,1026919213.0243274,1026919213.0243274,1009963995.6957068,5186472821914.316,946977002.7056571,2097.77156868848,910155264.7664014,1755449.3156876282
